City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,port douglas,-16.4833,145.4667,23.31,60,100,6.77,AU,1685410550
289,tukrah,32.5341,20.5791,20.11,59,99,4.71,LY,1685410551
290,bermeo,43.4209,-2.7215,16.8,85,15,2.07,ES,1685410552
291,ust-tsilma,65.441,52.1498,11.07,82,6,2.15,RU,1685410553
292,seguela,7.9611,-6.6731,24.02,86,100,2.31,CI,1685410553
293,kapuskasing,49.4169,-82.4331,27.05,41,40,2.06,CA,1685410549
294,pingliang,35.5392,106.6861,22.45,43,81,1.03,CN,1685410555
295,yomju-up,39.8933,124.5981,23.11,39,100,4.49,KP,1685410555
296,nadym,65.5333,72.5167,14.39,62,100,9.25,RU,1685410556
297,zhezqazghan,47.7833,67.7667,17.32,34,0,4.0,KZ,1685410556
298,binzhou,37.3667,118.0167,20.19,56,100,2.09,CN,1685410556
299,thinadhoo,0.5333,72.9333,29.12,70,89,5.49,MV,1685410438
300,sitka,57.0531,-135.33,7.94,76,100,2.06,US,1685410408
301,nova vicosa,-17.8919,-39.3719,23.33,85,17,4.84,BR,1685410558
302,chibougamau,49.9168,-74.3659,15.79,39,0,0.0,CA,1685410558
303,metlili chaamba,32.2667,3.6333,21.52,33,0,2.06,DZ,1685410558
304,minab,27.1467,57.0801,31.04,45,12,0.95,IR,1685410559
305,east london,-33.0153,27.9116,19.4,86,100,7.67,ZA,1685410559
306,miyako,39.6367,141.9525,15.78,77,68,1.68,JP,1685410560
307,noumea,-22.2763,166.4572,23.89,99,100,3.96,NC,1685410020
308,goure,13.9835,10.2704,28.26,16,100,2.08,NE,1685410560
309,zyryanskoye,56.8306,86.6258,16.15,47,83,3.95,RU,1685410561
310,oamaru,-45.0784,170.9801,15.23,57,45,4.46,NZ,1685410562
311,ivanteyevka,55.9711,37.9208,13.3,75,3,1.4,RU,1685410562
312,praia da vitoria,38.7333,-27.0667,16.14,94,40,1.58,PT,1685410563
313,bonthe,7.5264,-12.505,26.78,85,93,2.26,SL,1685410564
314,aomori,40.8244,140.74,19.18,56,75,4.12,JP,1685410564
315,alice springs,-23.7,133.8833,16.75,48,4,6.69,AU,1685410565
316,northam,51.0333,-4.2167,12.01,77,59,6.73,GB,1685410566
317,sarandi del yi,-33.35,-55.6333,8.4,66,100,2.88,UY,1685410567
318,aasiaat,68.7098,-52.8699,-2.58,94,100,5.33,GL,1685410568
319,opuwo,-18.0607,13.84,11.36,37,0,2.42,NA,1685410569
320,ulsteinvik,62.3432,5.8487,10.42,95,100,2.68,NO,1685410570
321,gamba,-2.65,10.0,23.24,93,15,2.72,GA,1685410572
322,charlottetown,46.2352,-63.1267,4.55,71,20,2.57,CA,1685410175
323,haiku-pauwela,20.9219,-156.3051,29.01,42,40,9.77,US,1685410573
324,fort st. john,56.2499,-120.8529,17.94,20,20,8.23,CA,1685410429
325,aksu,41.1231,80.2644,19.7,20,0,2.24,CN,1685410574
326,mataram,-8.5833,116.1167,28.45,58,100,0.52,ID,1685410575
327,tyukhtet,56.5389,89.3011,12.68,69,100,0.94,RU,1685410577
328,hartsville,34.374,-80.0734,21.8,83,100,2.06,US,1685410578
329,qarazhal,48.0078,70.7903,19.52,31,60,3.07,KZ,1685410579
330,kajiado,-1.8524,36.7768,13.8,91,97,3.62,KE,1685410581
331,cheyenne,41.14,-104.8203,19.18,54,0,4.12,US,1685410582
332,kidal,18.4411,1.4078,31.61,16,47,8.06,ML,1685410583
333,sioux falls,43.55,-96.7003,28.92,37,40,4.63,US,1685410404
334,egilsstadir,65.2653,-14.3948,9.95,66,0,1.03,IS,1685410585
335,springbok,-29.6643,17.8865,7.75,90,100,3.06,ZA,1685410586
336,sampacho,-33.3839,-64.7221,10.23,68,0,2.64,AR,1685410587
337,ancud,-41.8697,-73.8203,7.84,90,100,2.69,CL,1685410340
338,sao jose da coroa grande,-8.8978,-35.1478,24.76,83,80,2.86,BR,1685410588
339,kristiansund,63.1115,7.732,9.03,87,100,7.72,NO,1685410589
340,grootfontein,-19.5667,18.1167,13.76,30,28,1.03,NA,1685410589
341,tara,56.8944,74.371,13.02,77,100,2.83,RU,1685410590
342,naha,26.2125,127.6811,28.95,79,75,8.23,JP,1685410591
343,mount pearl,47.5166,-52.7813,2.3,91,100,6.69,CA,1685410591
344,lisala,2.15,21.5167,20.57,98,97,0.59,CD,1685410592
345,sao desiderio,-12.3633,-44.9733,23.73,46,80,1.46,BR,1685410593
346,talnakh,69.4865,88.3972,2.34,62,100,2.72,RU,1685410594
347,novofedorivka,46.1713,32.3178,16.47,89,100,6.52,UA,1685410594
348,eyl,7.9803,49.8164,27.75,77,46,7.0,SO,1685410595
349,adrar,20.5022,-10.0711,27.63,37,88,5.45,MR,1685410596
350,maputo,-25.9653,32.5892,20.68,92,75,1.54,MZ,1685410597
351,betio village,1.358,172.9211,31.02,73,49,3.03,KI,1685410598
352,ribeira brava,32.65,-17.0667,19.84,71,21,2.72,PT,1685410599
353,nieuw amsterdam,5.8833,-55.0833,25.09,93,100,3.0,SR,1685410599
354,riviere-du-loup,47.8304,-69.5342,10.15,50,98,1.54,CA,1685410572
355,aldan,58.6031,125.3894,13.13,44,100,3.64,RU,1685410601
356,sisimiut,66.9395,-53.6735,0.64,78,100,5.87,GL,1685410602
357,nguigmi,14.2495,13.1092,28.91,20,100,3.83,NE,1685410602
358,santa terezinha,-29.9002,-50.0904,16.17,69,47,4.53,BR,1685410603
359,macae,-22.3708,-41.7869,19.86,100,75,1.03,BR,1685410603
360,nefta,33.8731,7.8777,21.14,55,51,5.81,TN,1685410604
361,hoemul-li,41.4339,129.67,19.01,48,51,4.29,KP,1685410604
362,mount isa,-20.7333,139.5,21.87,21,3,7.2,AU,1685410605
363,tolanaro,-25.0319,46.9987,20.04,88,20,3.09,MG,1685410605
364,ta`u,-14.2336,-169.5144,27.67,80,37,8.42,AS,1685410606
365,prado,-17.3411,-39.2208,22.23,89,26,2.52,BR,1685410606
366,tympaki,35.0729,24.7685,17.9,80,1,1.79,GR,1685410607
367,tsiombe,-25.3,45.4833,19.88,89,0,3.59,MG,1685410608
368,verkhnevilyuysk,63.4453,120.3167,18.26,37,14,1.75,RU,1685410609
369,sao vicente,-23.9631,-46.3919,20.15,26,100,3.1,BR,1685410609
370,sadabad,27.45,78.05,29.14,49,7,1.28,IN,1685410610
371,iskateley,67.6803,53.1512,10.51,72,36,2.57,RU,1685410611
372,chashniki,54.8569,29.1607,13.05,68,98,2.47,BY,1685410611
373,shuya,56.8487,41.3883,9.84,71,5,1.92,RU,1685410612
374,lys'va,58.1086,57.8053,12.07,82,0,3.51,RU,1685410613
375,taco pozo,-25.6167,-63.2833,13.69,74,96,0.61,AR,1685410614
376,illizi,26.4833,8.4667,25.89,10,100,1.66,DZ,1685410615
377,vigan,17.5747,120.3869,28.62,75,100,5.93,PH,1685410616
378,puerto baquerizo moreno,-0.9,-89.6,25.24,85,10,5.1,EC,1685410616
379,lamu,-2.2717,40.902,23.12,85,24,3.26,KE,1685410617
380,basavana bagevadi,16.5833,75.9667,26.54,61,75,7.57,IN,1685410618
381,shenjiamen,29.9576,122.298,22.96,90,33,2.98,CN,1685410619
382,mingguang,32.7802,117.9638,22.85,82,100,3.44,CN,1685410619
383,lihue,21.9789,-159.3672,26.77,70,20,7.2,US,1685410621
384,amboasary,-25.0333,46.3833,17.59,92,0,2.21,MG,1685410622
385,chinde,26.8418,88.0763,24.49,51,3,0.76,NP,1685410624
386,uchiza,-8.4592,-76.4633,21.59,94,26,1.08,PE,1685410625
387,aleksandrovsk-sakhalinskiy,50.8975,142.1561,5.06,90,100,4.85,RU,1685410626
388,porto novo,6.4965,2.6036,26.16,84,100,1.92,BJ,1685410627
389,remire-montjoly,4.9167,-52.2667,25.02,100,100,1.03,GF,1685410629
390,tofol,5.3248,163.0078,28.28,78,85,3.74,FM,1685410630
391,formosa do rio preto,-11.0483,-45.1931,24.53,48,70,1.13,BR,1685410631
392,umiray,15.2206,121.4111,31.24,65,84,7.14,PH,1685410632
393,yei,4.095,30.6779,19.03,95,88,1.15,SS,1685410633
394,austin,30.2672,-97.7431,27.55,65,0,3.09,US,1685410501
395,glace bay,46.1969,-59.957,4.32,82,20,5.66,CA,1685410544
396,manukan,8.5333,123.1,30.49,66,100,4.16,PH,1685410636
397,concepcion del uruguay,-32.4825,-58.2372,11.1,83,100,0.89,AR,1685410637
398,uturoa,-16.7333,-151.4333,27.05,78,3,2.93,PF,1685410638
399,kone,-21.0595,164.8658,23.07,67,100,3.41,NC,1685410639
400,geraldton,-28.7667,114.6,19.23,34,51,6.17,AU,1685410641
401,galeana,24.8333,-100.0667,16.64,77,46,1.33,MX,1685410641
402,saint-dizier,48.4167,5.0833,14.27,86,53,6.2,FR,1685410643
403,nishinoomote,30.7333,131.0,26.31,100,75,4.12,JP,1685410644
404,mossel bay,-34.1831,22.146,15.43,88,35,2.18,ZA,1685410645
405,miyaly,48.8844,53.7836,24.32,24,100,7.6,KZ,1685410646
406,beyla,8.6833,-8.6333,21.0,97,57,1.81,GN,1685410647
407,poso,-1.3959,120.7524,30.18,63,4,0.6,ID,1685410648
408,lagos,6.5833,3.75,25.3,90,85,0.9,NG,1685410649
409,mar del plata,-38.0023,-57.5575,11.72,78,0,3.6,AR,1685410649
410,severo-yeniseyskiy,60.3725,93.0408,15.71,42,3,2.84,RU,1685410650
411,kolonia town,6.964,158.206,31.0,70,100,2.57,FM,1685410650
412,saipan,15.1355,145.701,29.39,100,100,7.72,MP,1685410651
413,waitara,-38.925,174.25,17.9,86,90,5.33,NZ,1685410651
414,sumbe,-11.2061,13.8437,21.68,87,51,0.82,AO,1685410652
415,chernyshevsk,52.5243,117.0174,16.66,24,89,3.3,RU,1685410653
416,ceres,37.5949,-120.9577,26.18,42,0,0.0,US,1685410654
417,yeppoon,-23.1333,150.7333,20.88,41,0,3.81,AU,1685410655
418,vanimo,-2.6741,141.3028,31.57,59,55,2.23,PG,1685410656
419,revda,56.801,59.9303,14.5,70,0,3.53,RU,1685410657
420,vilyuysk,63.7553,121.6247,19.02,33,15,1.71,RU,1685410658
421,virginia beach,36.8529,-75.978,21.12,96,100,1.79,US,1685410659
422,khash,28.2211,61.2158,23.44,17,0,1.32,IR,1685410661
423,champerico,14.3,-91.9167,28.5,75,18,4.02,GT,1685410662
424,macouria,4.9167,-52.3667,24.97,100,100,1.03,GF,1685410663
425,kofele,7.0667,38.7833,9.47,94,71,1.92,ET,1685410663
426,masterton,-40.9597,175.6575,15.49,75,100,4.36,NZ,1685410657
427,queenstown,-31.8976,26.8753,11.76,91,100,1.13,ZA,1685410665
428,sirjan,29.452,55.6814,23.06,39,86,1.05,IR,1685410666
429,kanniyakumari,8.0833,77.5667,28.5,79,98,4.38,IN,1685410667
430,yangshuo,24.7808,110.4897,31.05,68,0,1.19,CN,1685410668
431,chota,-6.55,-78.65,14.28,89,96,0.8,PE,1685410669
432,gorontalo,0.5412,123.0595,30.8,64,7,3.92,ID,1685410670
433,fale old settlement,-9.3852,-171.2468,28.54,77,100,5.7,TK,1685410671
434,dunedin,-45.8742,170.5036,16.0,66,33,2.68,NZ,1685410672
435,sinaloa de leyva,25.8333,-108.2333,27.31,39,0,2.83,MX,1685410673
436,santa luzia,-19.7697,-43.8514,18.6,77,0,4.12,BR,1685410673
437,al hawatah,13.4167,34.6333,28.46,58,97,3.64,SD,1685410674
438,kristianstad,56.0313,14.1524,7.42,76,100,3.37,SE,1685410675
439,souillac,-20.5167,57.5167,20.21,94,20,3.6,MU,1685410676
440,itoman,26.1247,127.6694,29.01,79,75,8.23,JP,1685410677
441,kuruman,-27.4524,23.4325,8.88,84,97,4.88,ZA,1685410678
442,mikuni,36.2171,136.1519,18.95,77,87,5.28,JP,1685410679
443,jagtial,18.8,78.9333,31.75,41,91,2.65,IN,1685410680
444,touros,-5.1989,-35.4608,24.48,89,40,4.13,BR,1685410681
445,lerma,42.0261,-3.7598,12.31,71,97,1.84,ES,1685410682
446,santana,-0.0583,-51.1817,27.1,94,0,2.06,BR,1685410672
447,ouadda,8.0777,22.4007,19.02,97,44,0.25,CF,1685410684
448,changji,44.0167,87.3167,17.44,31,0,3.0,CN,1685410686
449,hilo,19.7297,-155.09,26.85,74,0,4.63,US,1685410687
450,kyosai,34.8503,128.5886,19.98,95,100,5.79,KR,1685410688
451,priozersk,61.0393,30.1291,8.86,84,100,1.79,RU,1685410690
452,rumbek,6.802,29.6912,23.17,86,76,1.56,SS,1685410691
453,trairi,-3.2778,-39.2689,23.63,94,33,3.15,BR,1685410692
454,kavalerovo,44.2661,135.0572,18.41,31,25,5.77,RU,1685410693
455,mitu,1.1983,-70.1733,22.82,98,99,0.87,CO,1685410694
456,lewistown,40.5992,-77.5714,25.67,41,0,3.09,US,1685410694
457,turabah,21.2141,41.6331,24.54,53,100,1.83,SA,1685410695
458,kyakhta,50.3508,106.4494,18.38,32,100,3.34,RU,1685410696
459,port said,31.2565,32.2841,26.99,54,0,1.54,EG,1685410697
460,mildura,-34.2,142.15,15.6,82,84,3.23,AU,1685410697
461,kingston,17.997,-76.7936,28.53,86,20,2.57,JM,1685410621
462,kurkino,53.4257,38.6582,10.18,84,39,2.86,RU,1685410698
463,penzance,50.1186,-5.5371,11.38,84,79,7.61,GB,1685410699
464,port saint john's,-31.6229,29.5448,19.61,86,93,4.9,ZA,1685410701
465,sao paulo de olivenca,-3.3783,-68.8725,23.06,98,29,0.45,BR,1685410703
466,kudahuvadhoo,2.6708,72.8944,28.65,74,51,5.99,MV,1685410703
467,mbaiki,3.8678,17.9892,21.78,84,95,0.85,CF,1685410704
468,pionerskiy,54.9508,20.2275,10.42,82,7,3.42,RU,1685410705
469,puerto aysen,-45.4,-72.7,6.49,99,100,1.21,CL,1685410705
470,forde,61.4522,5.8572,9.06,96,100,1.03,NO,1685410706
471,steinkjer,64.193,11.3851,3.52,96,63,2.27,NO,1685410707
472,les avirons,-21.2418,55.3394,19.05,68,0,2.57,RE,1685410708
473,new norfolk,-42.7826,147.0587,16.72,71,100,1.79,AU,1685410709
474,ubari,26.5921,12.7805,25.17,9,25,3.05,LY,1685410713
475,ulanhot,46.0833,122.0833,20.42,24,43,2.74,CN,1685410714
476,ad dilam,23.9915,47.1627,31.23,40,71,6.02,SA,1685410715
477,ardestan,33.3761,52.3694,26.18,20,13,1.49,IR,1685410716
478,darovskoy,58.77,47.9564,10.38,74,4,1.4,RU,1685410717
479,yamada,39.4667,141.95,16.38,77,50,1.72,JP,1685410718
480,arua,3.0201,30.9111,17.08,87,8,0.33,UG,1685410720
481,miramichi,47.0043,-65.4654,6.26,76,100,1.7,CA,1685410720
482,tatishchevo,51.6703,45.5953,16.93,73,95,5.93,RU,1685410722
483,walvis bay,-22.9575,14.5053,9.53,71,0,1.54,NA,1685410723
484,mynamaki,60.7446,22.0243,6.76,86,52,2.84,FI,1685410724
485,bengkulu,-3.8004,102.2655,26.44,86,90,0.81,ID,1685410725
486,jaru,-10.4389,-62.4664,22.69,92,100,1.16,BR,1685410726
487,vernal,40.4555,-109.5287,24.84,22,0,1.54,US,1685410727
488,cozumel,20.5083,-86.9458,29.04,79,100,5.36,MX,1685410461
489,vorgashor,67.5833,63.95,9.65,96,100,4.97,RU,1685410730
490,lensk,60.7253,114.9278,14.65,43,76,2.64,RU,1685410731
491,zarghun shahr,32.8473,68.4457,14.21,54,100,1.5,AF,1685410732
492,theunissen,-28.411,26.7011,10.78,71,50,7.21,ZA,1685410733
493,urengoy,65.9667,78.3667,13.28,64,100,4.63,RU,1685410734
494,kirkland lake,48.1446,-80.0377,19.16,52,2,0.51,CA,1685410539
495,columbia falls,48.3725,-114.1815,21.34,56,0,4.63,US,1685410736
496,kruisfontein,-34.0033,24.7314,17.16,93,100,0.32,ZA,1685410737
497,nushki,29.5542,66.0215,26.25,13,28,0.97,PK,1685410737
498,dondukovskaya,44.8819,40.3627,15.36,93,100,2.22,RU,1685410739
499,bandarbeyla,9.4942,50.8122,27.65,83,23,7.83,SO,1685410739
500,port moresby,-9.4431,147.1797,24.7,88,100,2.91,PG,1685410740
501,pervomayskoye,43.919,46.7102,19.96,75,99,2.77,RU,1685410740
502,les cayes,18.2,-73.75,26.7,82,76,1.53,HT,1685410741
503,antigonish,45.6169,-61.9986,4.45,83,3,1.61,CA,1685410395
504,pullman,46.7313,-117.1796,28.13,27,0,3.6,US,1685410459
505,st. john's,47.5649,-52.7093,2.76,92,100,6.69,CA,1685410366
506,ugoofaaru,5.6667,73.0,28.66,74,57,3.09,MV,1685410743
507,maragogi,-9.0122,-35.2225,24.57,83,70,2.58,BR,1685410744
508,bechar,31.6167,-2.2167,17.18,51,40,11.32,DZ,1685410745
509,kitimat,54.0524,-128.6534,16.49,50,80,3.13,CA,1685410746
510,villers-cotterets,49.2531,3.09,12.81,76,53,6.01,FR,1685410747
511,lamar,33.6668,-95.5836,20.99,100,75,2.57,US,1685410748
512,omdurman,15.6445,32.4777,30.84,42,82,2.96,SD,1685410749
513,cromer,52.9312,1.2989,11.15,82,29,6.22,GB,1685410749
514,manismata,-2.4667,111.0333,29.39,65,90,2.02,ID,1685410750
515,redencao,-4.2258,-38.7306,23.32,95,51,0.14,BR,1685410751
516,mata-utu,-13.2816,-176.1745,28.71,73,4,7.8,WF,1685410752
517,longgang,37.6508,120.3286,18.71,67,100,4.44,CN,1685410753
518,sandnessjoen,66.0217,12.6316,6.29,83,100,2.68,NO,1685410755
519,kapoeta,4.7717,33.5903,26.05,39,2,8.01,SS,1685410758
520,muravlenko,63.7898,74.523,13.9,51,100,7.26,RU,1685410759
521,bo phloi,14.3236,99.5161,30.0,65,95,1.35,TH,1685410760
522,singaraja,-8.112,115.0882,28.69,64,68,4.08,ID,1685410761
523,canon city,38.441,-105.2424,26.09,19,0,2.06,US,1685410691
524,pitea,65.3172,21.4794,4.05,79,0,2.44,SE,1685410764
525,empalme,27.9667,-110.8167,30.75,58,0,5.14,MX,1685410764
526,labytnangi,66.6572,66.4183,11.72,96,100,3.29,RU,1685410765
527,bahar,34.9072,48.4414,15.09,77,0,1.03,IR,1685410766
528,weno,7.4515,151.8468,31.97,74,100,3.6,FM,1685410768
529,jwaneng,-24.6004,24.7303,14.61,53,2,8.07,BW,1685410768
530,estacion santa engracia,24.0159,-99.2015,27.06,81,19,2.53,MX,1685410771
531,greymouth,-42.4667,171.2,12.94,90,100,6.86,NZ,1685410773
532,diego de almagro,-26.3667,-70.05,14.9,50,0,0.78,CL,1685410775
533,madang,-5.2246,145.7966,30.14,64,74,2.69,PG,1685410776
534,hafar al-batin,28.4328,45.9708,29.32,28,0,2.06,SA,1685410777
535,ebon,4.582,168.6964,27.79,75,100,3.99,MH,1685410778
536,winston,28.0317,-82.0148,26.01,67,40,3.6,US,1685410780
537,chadan,51.2833,91.5833,11.38,42,63,2.22,RU,1685410780
538,thaba-tseka,-29.522,28.6084,5.37,93,80,2.18,LS,1685410782
539,puerto penasco,31.3167,-113.5333,24.95,63,0,2.68,MX,1685410544
540,bubaque,11.2833,-15.8333,27.44,85,100,6.27,GW,1685410783
541,sosnovo-ozerskoye,52.5249,111.5418,15.48,31,92,2.93,RU,1685410784
542,ola,59.5833,151.2833,13.09,57,56,8.58,RU,1685410785
543,ballina,-28.8667,153.5667,21.55,41,0,0.73,AU,1685410786
544,tchintabaraden,15.8969,5.7985,31.59,37,71,3.99,NE,1685410787
545,ginebra,46.2022,6.1457,14.72,67,0,0.51,CH,1685410539
546,nikol'sk,53.7189,46.0712,11.74,81,98,3.87,RU,1685410788
547,shakawe,-18.3667,21.85,14.8,46,4,2.79,BW,1685410788
548,grande prairie,55.1667,-118.8027,19.1,22,20,7.2,CA,1685410659
549,kavaratti,10.5669,72.642,29.82,71,78,3.25,IN,1685410789
550,alofi,-19.0595,-169.9187,25.94,89,75,8.23,NU,1685410789
551,dapa,9.7594,126.0531,29.44,71,100,1.46,PH,1685410790
552,lubango,-14.9172,13.4925,13.78,58,15,1.03,AO,1685410790
553,arendal,58.4615,8.7725,6.89,75,30,3.44,NO,1685410791
554,paka,4.6374,103.4368,28.96,89,20,0.0,MY,1685410791
555,o rosal,41.9354,-8.8368,16.23,97,99,0.78,ES,1685410792
556,fuli,46.7217,131.1394,17.68,34,50,5.06,CN,1685410793
557,salinopolis,-0.6136,-47.3561,26.4,85,93,4.73,BR,1685410794
558,hovd,48.0056,91.6419,10.81,28,100,0.23,MN,1685410794
559,simao dias,-10.7383,-37.8111,20.37,96,26,1.91,BR,1685410795
560,los zacatones,22.95,-102.05,23.63,23,36,4.67,MX,1685410795
561,harstad,68.799,16.5293,5.66,93,98,7.6,NO,1685410796
562,penrith,54.6658,-2.7576,10.19,89,7,1.5,GB,1685410779
563,okha,53.5739,142.9478,4.92,76,100,6.19,RU,1685410798
564,nizhniy kuranakh,58.8353,125.4869,15.43,43,100,3.15,RU,1685410798
565,shuangyang,43.5242,125.6736,21.83,32,5,4.15,CN,1685410799
566,shache,38.4167,77.2406,22.49,18,100,2.09,CN,1685410800
567,tadine,-21.55,167.8833,23.3,65,100,6.26,NC,1685410800
568,eduardo castex,-35.915,-64.2945,8.39,64,6,3.81,AR,1685410801
569,rosarito,32.3333,-117.0333,17.36,70,36,2.73,MX,1685410802
570,valparaiso,-33.0393,-71.6273,15.0,62,0,2.06,CL,1685410761
571,jackson,42.4165,-122.8345,30.93,28,0,5.14,US,1685410803
572,quellon,-43.1167,-73.6167,9.14,93,100,4.63,CL,1685410804
573,caburan,5.9181,125.6411,29.29,74,31,5.67,PH,1685410804
574,codrington,-38.2667,141.9667,16.67,75,97,7.09,AU,1685410805
575,ban ao nang,8.0458,98.8103,29.43,79,99,5.63,TH,1685410806
